Time,Position (y)
22.25,1.51225
22.2667,1.51239
22.2833,1.51249
22.3,1.51261
22.3167,1.51271
22.3333,1.51277
22.35,1.51283
22.3667,1.51256
22.3833,1.51227
22.4,1.51214
22.4167,1.51165
22.4333,1.51101
22.45,1.51158
22.4667,1.51304
22.4833,1.51403
22.5,1.51482
22.5167,1.51552
22.5333,1.51613
22.55,1.51666
22.5667,1.51712
22.5833,1.51753
22.6,1.51789
22.6167,1.5182
22.6333,1.51847
22.65,1.51871
22.6667,1.51893
22.6833,1.51986
22.7,1.52122
22.7167,1.52193
22.7333,1.52264
22.75,1.52352
22.7667,1.52416
22.7833,1.52512
22.8,1.52618
22.8167,1.52715
22.8333,1.52805
22.85,1.52903
22.8667,1.53031
22.8833,1.53146
22.9,1.53258
22.9167,1.53376
22.9333,1.53501
22.95,1.53624
22.9667,1.53752
22.9833,1.53884
23,1.54015
23.0167,1.54148
23.0333,1.54283
23.05,1.54419
23.0667,1.54556
23.0833,1.54692
23.1,1.54828
23.1167,1.54969
23.1333,1.55085
23.15,1.55215
23.1667,1.55382
23.1833,1.55536
23.2,1.5569
23.2167,1.55846
23.2333,1.56003
23.25,1.56152
23.2667,1.56264
23.2833,1.56389
23.3,1.56541
23.3167,1.56684
23.3333,1.56838
23.35,1.56988
23.3667,1.5713
23.3833,1.57274
23.4,1.57421
23.4167,1.57562
23.4333,1.57702
23.45,1.57849
23.4667,1.57998
23.4833,1.58138
23.5,1.58284
23.5167,1.58407
23.5333,1.58562
23.55,1.58772
23.5667,1.58975
23.5833,1.5918
23.6,1.59391
23.6167,1.59607
23.6333,1.59825
23.65,1.60041
23.6667,1.60256
23.6833,1.6047
23.7,1.6068
23.7167,1.60886
23.7333,1.61092
23.75,1.61297
23.7667,1.61499
23.7833,1.61698
23.8,1.61859
23.8167,1.62033
23.8333,1.62239
23.85,1.6239
23.8667,1.62542
23.8833,1.62745
23.9,1.62946
23.9167,1.63133
23.9333,1.63275
23.95,1.6342
23.9667,1.63592
23.9833,1.63705
24,1.63809
24.0167,1.63931
24.0333,1.63995
24.05,1.64048
24.0667,1.64113
24.0833,1.64144
24.1,1.6412
